job_title,task
Early Career Environmental Planner,Develop relationships with state or federal environmental regulatory agencies to learn about and analyze the potential impacts of proposed environmental policy regulations.
Early Career Environmental Planner,Perform environmental quality work in field or office settings.
Early Career Environmental Planner,"Plan or design structures such as residences, office buildings, theatres, factories, or other structural properties in accordance with environmental, safety, or other regulations."
Early Career Environmental Planner,"Prepare and deliver presentations to communicate economic and environmental study results, to present policy recommendations, or to raise awareness of environmental consequences."
Early Career Environmental Planner,"Provide consulting services in fields such as resource development and management, business location and market area analysis, environmental hazards, regional cultural history, and urban social planning."
Consultant / GIS Specialist,"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements."
Consultant / GIS Specialist,"Perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software."
Consultant / GIS Specialist,"Analyze data acquired from aircraft, satellites, or ground-based platforms, using statistical analysis software, image analysis software, or Geographic Information Systems (GIS)."
Consultant / GIS Specialist,Collect samples of materials or products for laboratory analysis.
Consultant / GIS Specialist,"Collect samples of materials or products, checking them to ensure conformance to specifications or sending them to laboratories for analysis."
Consultant / GIS Specialist,"Conduct environmental sustainability assessments, using material flow analysis (MFA) or substance flow analysis (SFA) techniques."
Consultant / GIS Specialist,"Conduct research, data analysis, systems design, or support for software such as Geographic Information Systems (GIS) or Global Positioning Systems (GPS) mapping software."
Consultant / GIS Specialist,Design or coordinate the development of integrated Geographic Information Systems (GIS) spatial or non-spatial databases.
Consultant / GIS Specialist,"Develop or conduct programs of sampling and analysis to maintain quality standards of raw materials, chemical intermediates, or products."
Consultant / GIS Specialist,"Develop or implement research methodologies or statistical analysis plans to test and evaluate developmental prototypes used in new products or processes, such as cockpit designs, user workstations, or computerized human models."
Consultant / GIS Specialist,Perform spatial analysis and modeling using geographic information system techniques.
Consultant / GIS Specialist,"Produce data layers, maps, tables, or reports, using spatial analysis procedures or Geographic Information Systems (GIS) technology, equipment, or systems."
Consultant / GIS Specialist,"Provide consulting services in fields such as resource development and management, business location and market area analysis, environmental hazards, regional cultural history, and urban social planning."
Consultant / GIS Specialist,"Recommend modifications to products, packaging, production processes, or other characteristics to improve the environmental soundness or sustainability of products."
Consultant / GIS Specialist,"Test or perform failure analysis for optomechanical or optoelectrical products, according to test plans."
Research Data Specialist I (GIS),"Develop or maintain applications that process biologically based data into searchable databases for purposes of analysis, calculation, or presentation."
Research Data Specialist I (GIS),"Review, classify, and record survey data in preparation for computer analysis."
Research Data Specialist I (GIS),"Perform system analysis, data analysis or programming, using a variety of computer languages and procedures."
Research Data Specialist I (GIS),"Compile, log, or record testing or operational data for review and further analysis."
Research Data Specialist I (GIS),"Prepare data analysis listings and activity, performance, or progress reports."
Research Data Specialist I (GIS),"Analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government."
Research Data Specialist I (GIS),"Perform complex calculations as part of the analysis and evaluation of data, using computers."
Research Data Specialist I (GIS),Determine data collection methods to be employed in research projects or surveys.
Research Data Specialist I (GIS),"Conduct surveys and collect data, using methods such as interviews, questionnaires, focus groups, market analysis surveys, public opinion polls, literature reviews, and file reviews."
Research Data Specialist I (GIS),"Store, retrieve, and manipulate data for analysis of system capabilities and requirements."
Research Data Specialist I (GIS),"Identify relationships and trends in data, as well as any factors that could affect the results of research."
Research Data Specialist I (GIS),"Analyze research data to determine its significance, using computers."
Research Data Specialist I (GIS),"Gather and analyze research data, such as statutes, decisions, and legal articles, codes, and documents."
Research Data Specialist I (GIS),Design and create special programs for tasks such as statistical analysis and data entry and cleaning.
Research Data Specialist I (GIS),"Conduct market research analysis to identify search query trends, real-time search and news media activity, popular social media topics, electronic commerce trends, market opportunities, or competitor performance."
Research Data Specialist I (GIS),"Process large amounts of data for statistical modeling and graphic analysis, using computers."
Research Data Specialist I (GIS),"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements."
GIS Analyst / Environmental Scientist,"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements."
GIS Analyst / Environmental Scientist,"Analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure."
GIS Analyst / Environmental Scientist,"Perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software."
GIS Analyst / Environmental Scientist,"Analyze data acquired from aircraft, satellites, or ground-based platforms, using statistical analysis software, image analysis software, or Geographic Information Systems (GIS)."
GIS Analyst / Environmental Scientist,"Apply nanotechnology to improve the performance or reduce the environmental impact of energy products, such as fuel cells or solar cells."
GIS Analyst / Environmental Scientist,"Assess the environmental impact or energy efficiency of logistics activities, using carbon mitigation software."
GIS Analyst / Environmental Scientist,"Conduct environmental sustainability assessments, using material flow analysis (MFA) or substance flow analysis (SFA) techniques."
GIS Analyst / Environmental Scientist,Conduct research pertaining to potential environmental impacts of atomic energy-related industrial development to determine licensing qualifications.
GIS Analyst / Environmental Scientist,"Conduct research to breed or develop energy crops with improved biomass yield, environmental adaptability, pest resistance, production efficiency, bioprocessing characteristics, or reduced environmental impacts."
GIS Analyst / Environmental Scientist,"Conduct research, data analysis, systems design, or support for software such as Geographic Information Systems (GIS) or Global Positioning Systems (GPS) mapping software."
GIS Analyst / Environmental Scientist,"Create diagrams to communicate environmental remediation planning, using geographic information systems (GIS), computer-aided design (CAD), or other mapping or diagramming software."
GIS Analyst / Environmental Scientist,"Create environmental models or simulations, using geographic information system (GIS) data and knowledge of particular ecosystems or ecological regions."
GIS Analyst / Environmental Scientist,Design or coordinate the development of integrated Geographic Information Systems (GIS) spatial or non-spatial databases.
GIS Analyst / Environmental Scientist,"Design structures that incorporate environmentally friendly building practices or concepts, such as Leadership in Energy and Environmental Design (LEED) standards."
GIS Analyst / Environmental Scientist,Determine methods to incorporate geomethane or methane hydrates into global energy production or evaluate the potential environmental impacts of such incorporation.
GIS Analyst / Environmental Scientist,Develop alternative energy investment scenarios to compare economic and environmental costs and benefits.
GIS Analyst / Environmental Scientist,"Develop methods of assessing or measuring corporate performance in terms of environmental, social, and governance (ESG) issues."
Environmental Data Analyst (Soil & Water),"Develop or maintain applications that process biologically based data into searchable databases for purposes of analysis, calculation, or presentation."
Environmental Data Analyst (Soil & Water),"Review, classify, and record survey data in preparation for computer analysis."
Environmental Data Analyst (Soil & Water),"Perform system analysis, data analysis or programming, using a variety of computer languages and procedures."
Environmental Data Analyst (Soil & Water),"Compile, log, or record testing or operational data for review and further analysis."
Environmental Data Analyst (Soil & Water),"Prepare data analysis listings and activity, performance, or progress reports."
Environmental Data Analyst (Soil & Water),"Perform complex calculations as part of the analysis and evaluation of data, using computers."
Environmental Data Analyst (Soil & Water),"Conduct surveys and collect data, using methods such as interviews, questionnaires, focus groups, market analysis surveys, public opinion polls, literature reviews, and file reviews."
Environmental Data Analyst (Soil & Water),"Store, retrieve, and manipulate data for analysis of system capabilities and requirements."
Environmental Data Analyst (Soil & Water),"Collect, synthesize, analyze, manage, and report environmental data, such as pollution emission measurements, atmospheric monitoring measurements, meteorological or mineralogical information, or soil or water samples."
Environmental Data Analyst (Soil & Water),Design and create special programs for tasks such as statistical analysis and data entry and cleaning.
Environmental Data Analyst (Soil & Water),"Process large amounts of data for statistical modeling and graphic analysis, using computers."
Environmental Data Analyst (Soil & Water),"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements."
Environmental Data Analyst (Soil & Water),"Perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software."
Environmental Data Analyst (Soil & Water),"Analyze data acquired from aircraft, satellites, or ground-based platforms, using statistical analysis software, image analysis software, or Geographic Information Systems (GIS)."
Environmental Data Analyst (Soil & Water),"Analyze data on conditions such as site location, drainage, or structure location for environmental reports or landscaping plans."
Environmental Data Analyst (Soil & Water),"Analyze data to determine validity, quality, and scientific significance and to interpret correlations between human activities and environmental effects."
Environmental Data Analyst (Soil & Water),"Analyze ecological data about the impact of pollution, erosion, floods, and other environmental problems on bodies of water."
"Greenhouse Gas Data Analyst, Carbon Services","Collect data relating to commercial or residential development, population, or power system interconnection to determine operating efficiency of electrical systems."
"Greenhouse Gas Data Analyst, Carbon Services","Collect and analyze data to evaluate the effectiveness of academic programs and other services, such as behavioral management systems."
"Greenhouse Gas Data Analyst, Carbon Services","Provide technical information about solar power, solar systems, equipment, and services to potential customers or dealers."
"Greenhouse Gas Data Analyst, Carbon Services","Conduct field surveys or study maps, graphs, diagrams, or other data to identify and correct power system problems."
"Greenhouse Gas Data Analyst, Carbon Services","Advise clients or colleagues on topics such as climate control systems, energy modeling, data logging, sustainable design, or energy auditing."
"Greenhouse Gas Data Analyst, Carbon Services","Analyze climate data sets, using techniques such as geophysical fluid dynamics, data assimilation, or numerical modeling."
"Greenhouse Gas Data Analyst, Carbon Services",Collect and record data associated with operating geothermal power plants or well fields.
"Greenhouse Gas Data Analyst, Carbon Services","Collect data on underground areas, such as reservoirs, that could be used in carbon sequestration operations."
"Greenhouse Gas Data Analyst, Carbon Services",Collect remote sensing data for forest or carbon tracking activities involved in assessing the impact of environmental change.
"Greenhouse Gas Data Analyst, Carbon Services",Enter carbon-output or environmental-impact data into spreadsheets or environmental management or auditing software programs.
"Greenhouse Gas Data Analyst, Carbon Services","Formulate predictions by interpreting environmental data, such as meteorological, atmospheric, oceanic, paleoclimate, climate, or related information."
Geospatial Remote Sensing Intern,"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements."
Geospatial Remote Sensing Intern,"Perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software."
Geospatial Remote Sensing Intern,"Analyze data acquired from aircraft, satellites, or ground-based platforms, using statistical analysis software, image analysis software, or Geographic Information Systems (GIS)."
Geospatial Remote Sensing Intern,"Analyze remote sensing imagery to identify relationships between soil quality, crop canopy densities, light reflectance, and weather history."
Geospatial Remote Sensing Intern,"Apply remote sensing data or techniques, such as surface water modeling or dust cloud detection, to address environmental issues."
Geospatial Remote Sensing Intern,Attend meetings or seminars or read current literature to maintain knowledge of developments in the field of remote sensing.
Geospatial Remote Sensing Intern,Collaborate with agricultural workers to apply remote sensing information to efforts to reduce negative environmental impacts of farming practices.
Geospatial Remote Sensing Intern,"Collect information about specific features of the Earth, using aerial photography and other digital remote sensing techniques."
Geospatial Remote Sensing Intern,Collect remote sensing data for forest or carbon tracking activities involved in assessing the impact of environmental change.
Geospatial Remote Sensing Intern,"Collect supporting data, such as climatic or field survey data, to corroborate remote sensing data analyses."
Geospatial Remote Sensing Intern,"Collect, compile, or integrate Geographic Information Systems (GIS) data, such as remote sensing or cartographic data for inclusion in map manuscripts."
Geospatial Remote Sensing Intern,Conduct research into the application or enhancement of remote sensing technology.
Geospatial Remote Sensing Intern,"Conduct research, data analysis, systems design, or support for software such as Geographic Information Systems (GIS) or Global Positioning Systems (GPS) mapping software."
Geospatial Remote Sensing Intern,"Consult with remote sensing scientists, surveyors, cartographers, or engineers to determine project needs."
Geospatial Remote Sensing Intern,"Demonstrate the applications of geospatial technology, such as Global Positioning System (GPS), geographic information systems (GIS), automatic tractor guidance systems, variable rate chemical input applicators, surveying equipment, or computer mapping software."
Geospatial Remote Sensing Intern,Design or coordinate the development of integrated Geographic Information Systems (GIS) spatial or non-spatial databases.
Geospatial Remote Sensing Intern,"Design or develop new equipment or methods for meteorological data collection, remote sensing, or related applications."
Geospatial Remote Sensing Intern,Develop or build databases for remote sensing or related geospatial project information.
Geospatial Remote Sensing Intern,"Direct all activity associated with implementation, operation, or enhancement of remote sensing hardware or software."
Environmental Data Scientist,"Collect, synthesize, analyze, manage, and report environmental data, such as pollution emission measurements, atmospheric monitoring measurements, meteorological or mineralogical information, or soil or water samples."
Environmental Data Scientist,"Analyze data on conditions such as site location, drainage, or structure location for environmental reports or landscaping plans."
Environmental Data Scientist,"Analyze data to determine validity, quality, and scientific significance and to interpret correlations between human activities and environmental effects."
Environmental Data Scientist,"Analyze ecological data about the impact of pollution, erosion, floods, and other environmental problems on bodies of water."
Environmental Data Scientist,"Apply remote sensing data or techniques, such as surface water modeling or dust cloud detection, to address environmental issues."
Environmental Data Scientist,"Assess the existing or potential environmental impact of land use projects on air, water, or land."
Environmental Data Scientist,Collect and analyze data to compare the environmental implications of economic policy or practice alternatives.
Environmental Data Scientist,Collect and analyze data to determine environmental conditions and restoration needs.
Environmental Data Scientist,Collect and analyze water samples as part of field investigations or to validate data from automatic monitors.
Environmental Data Scientist,"Collect and record growth, production, and environmental data."
Environmental Data Scientist,Collect remote sensing data for forest or carbon tracking activities involved in assessing the impact of environmental change.
Environmental Data Scientist,"Compile data used to address environmental issues, such as the suitability of potential landfill sites."
Environmental Data Scientist,"Compile water resource data, using geographic information systems (GIS) or global position systems (GPS) software."
Environmental Data Scientist,"Conduct environmental hazard inspections to identify or quantify problems, such as asbestos, poor air quality, water contamination, or other environmental hazards."
Environmental Data Scientist,"Conduct research on economic and environmental topics, such as alternative fuel use, public and private land use, soil conservation, air and water pollution control, and endangered species protection."
Environmental Data Scientist,"Create environmental models or simulations, using geographic information system (GIS) data and knowledge of particular ecosystems or ecological regions."
Environmental Data Scientist,"Design or develop automated control systems for environmental applications, such as waste processing, air quality, or water quality systems."
"Summer Intern, Energy Analyst","Investigate green consumer electronics applications for consumer electronic devices, power saving devices for computers or televisions, or energy efficient power chargers."
"Summer Intern, Energy Analyst","Research or develop emerging microelectromechanical (MEMS) systems to convert nontraditional energy sources into power, such as ambient energy harvesters that convert environmental vibrations into usable energy."
"Summer Intern, Energy Analyst","Test performance of vehicles that use alternative fuels, such as alcohol blends, natural gas, liquefied petroleum gas, biodiesel, nano diesel, or alternative power methods, such as solar energy or hydrogen fuel cells."
research analyst,Conduct research pertaining to potential environmental impacts of atomic energy-related industrial development to determine licensing qualifications.
research analyst,"Conduct research to breed or develop energy crops with improved biomass yield, environmental adaptability, pest resistance, production efficiency, bioprocessing characteristics, or reduced environmental impacts."
research analyst,"Develop or execute strategies to address issues such as energy use, resource conservation, recycling, pollution reduction, waste elimination, transportation, education, and building design."
research analyst,"Research and convey information to customers about tax benefits or government rebates associated with energy-efficient scientific or technical products, such as solar panels."
research analyst,"Research or develop emerging microelectromechanical (MEMS) systems to convert nontraditional energy sources into power, such as ambient energy harvesters that convert environmental vibrations into usable energy."
research analyst,"Research or develop new green electronics technologies, such as lighting, optical data storage devices, or energy efficient televisions."
research analyst,"Research renewable or alternative energy systems or technologies, such as solar thermal or photovoltaic energy."
research analyst,"Teach, take continuing education classes, attend conferences or seminars, or conduct research and publish findings to increase understanding of mental, emotional, or behavioral states or disorders."
CEMAF Data Scientist,"Develop or maintain applications that process biologically based data into searchable databases for purposes of analysis, calculation, or presentation."
CEMAF Data Scientist,"Review, classify, and record survey data in preparation for computer analysis."
CEMAF Data Scientist,"Perform system analysis, data analysis or programming, using a variety of computer languages and procedures."
CEMAF Data Scientist,"Compile, log, or record testing or operational data for review and further analysis."
CEMAF Data Scientist,"Prepare data analysis listings and activity, performance, or progress reports."
CEMAF Data Scientist,"Analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government."
CEMAF Data Scientist,"Perform complex calculations as part of the analysis and evaluation of data, using computers."
CEMAF Data Scientist,"Conduct surveys and collect data, using methods such as interviews, questionnaires, focus groups, market analysis surveys, public opinion polls, literature reviews, and file reviews."
CEMAF Data Scientist,"Store, retrieve, and manipulate data for analysis of system capabilities and requirements."
CEMAF Data Scientist,Design and create special programs for tasks such as statistical analysis and data entry and cleaning.
CEMAF Data Scientist,"Process large amounts of data for statistical modeling and graphic analysis, using computers."
CEMAF Data Scientist,"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements."
CEMAF Data Scientist,"Perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software."
CEMAF Data Scientist,"Develop educational materials and programs for community agencies, local government, and state government."
CEMAF Data Scientist,"Analyze data acquired from aircraft, satellites, or ground-based platforms, using statistical analysis software, image analysis software, or Geographic Information Systems (GIS)."
CEMAF Data Scientist,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering."
CEMAF Data Scientist,"Analyze logistics data, using methods such as data mining, data modeling, or cost or benefit analysis."
GIS and Database Coordinator,"Extend existing software programs, web-based interactive tools, or database queries as sequence management and analysis needs evolve."
GIS and Database Coordinator,"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements."
GIS and Database Coordinator,"Perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software."
GIS and Database Coordinator,"Analyze data acquired from aircraft, satellites, or ground-based platforms, using statistical analysis software, image analysis software, or Geographic Information Systems (GIS)."
GIS and Database Coordinator,"Analyze remote sensing imagery to identify relationships between soil quality, crop canopy densities, light reflectance, and weather history."
GIS and Database Coordinator,"Apply remote sensing data or techniques, such as surface water modeling or dust cloud detection, to address environmental issues."
GIS and Database Coordinator,Attend meetings or seminars or read current literature to maintain knowledge of developments in the field of remote sensing.
GIS and Database Coordinator,Collaborate with agricultural workers to apply remote sensing information to efforts to reduce negative environmental impacts of farming practices.
GIS and Database Coordinator,"Collect information about specific features of the Earth, using aerial photography and other digital remote sensing techniques."
GIS and Database Coordinator,Collect remote sensing data for forest or carbon tracking activities involved in assessing the impact of environmental change.
GIS and Database Coordinator,Collect samples of materials or products for laboratory analysis.
GIS and Database Coordinator,"Collect samples of materials or products, checking them to ensure conformance to specifications or sending them to laboratories for analysis."
GIS and Database Coordinator,"Collect supporting data, such as climatic or field survey data, to corroborate remote sensing data analyses."
GIS and Database Coordinator,"Collect, compile, or integrate Geographic Information Systems (GIS) data, such as remote sensing or cartographic data for inclusion in map manuscripts."
GIS and Database Coordinator,Conduct research into the application or enhancement of remote sensing technology.
GIS and Database Coordinator,"Conduct research, data analysis, systems design, or support for software such as Geographic Information Systems (GIS) or Global Positioning Systems (GPS) mapping software."
GIS and Database Coordinator,"Consult with remote sensing scientists, surveyors, cartographers, or engineers to determine project needs."
GIS and Database Coordinator,Design or coordinate the development of integrated Geographic Information Systems (GIS) spatial or non-spatial databases.
GIS and Database Coordinator,"Design or develop new equipment or methods for meteorological data collection, remote sensing, or related applications."
GIS and Database Coordinator,Develop or build databases for remote sensing or related geospatial project information.
Environmental Resources Analyst,"Monitor operations to ensure that staff members comply with administrative policies and procedures, safety rules, union contracts, environmental policies, or government regulations."
Environmental Resources Analyst,"Develop educational materials and programs for community agencies, local government, and state government."
Environmental Resources Analyst,Advise industries or government agencies about environmental policies and standards.
Environmental Resources Analyst,Apply traditional ecological knowledge and assessments of culturally distinctive land and resource management institutions to assist in the resolution of conflicts over habitat protection and resource enhancement.
Environmental Resources Analyst,"Assemble devices or equipment to be used in green technology applications, including solar energy, high efficiency solid state lighting, energy management, smart buildings, or green processes."
Environmental Resources Analyst,"Assess archeological sites for resource management, development, or conservation purposes and recommend methods for site protection."
Environmental Resources Analyst,"Compile water resource data, using geographic information systems (GIS) or global position systems (GPS) software."
Environmental Resources Analyst,Coordinate public responses to environmental management incidents or conflicts.
Environmental Resources Analyst,"Coordinate with risk management, human resources, or other departments to assist in company programs, investigations, or training."
Environmental Resources Analyst,"Create diagrams to communicate environmental remediation planning, using geographic information systems (GIS), computer-aided design (CAD), or other mapping or diagramming software."
Environmental Resources Analyst,"Create environmental models or simulations, using geographic information system (GIS) data and knowledge of particular ecosystems or ecological regions."
Environmental Resources Analyst,Design and conduct scientific hydrogeological investigations to ensure that accurate and appropriate information is available for use in water resource management decisions.
Environmental Resources Analyst,Develop and perform tests and evaluations of emergency management plans in accordance with state and federal regulations.
Environmental Resources Analyst,"Develop environmental management or restoration plans for sites with power transmission lines, natural gas pipelines, fuel refineries, geothermal plants, wind farms, or solar farms."
Environmental Resources Analyst,"Develop environmental research project plans, including information on budgets, goals, deliverables, timelines, and resource requirements."
Environmental Resources Analyst,"Develop natural resource management plans, using knowledge of environmental planning or state and federal environmental regulatory requirements."
Environmental Resources Analyst,Develop relationships with state or federal environmental regulatory agencies to learn about and analyze the potential impacts of proposed environmental policy regulations.
Research Data Analyst II (GIS),"Develop or maintain applications that process biologically based data into searchable databases for purposes of analysis, calculation, or presentation."
Research Data Analyst II (GIS),"Review, classify, and record survey data in preparation for computer analysis."
Research Data Analyst II (GIS),"Perform system analysis, data analysis or programming, using a variety of computer languages and procedures."
Research Data Analyst II (GIS),"Compile, log, or record testing or operational data for review and further analysis."
Research Data Analyst II (GIS),"Prepare data analysis listings and activity, performance, or progress reports."
Research Data Analyst II (GIS),"Analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government."
Research Data Analyst II (GIS),"Perform complex calculations as part of the analysis and evaluation of data, using computers."
Research Data Analyst II (GIS),Determine data collection methods to be employed in research projects or surveys.
Research Data Analyst II (GIS),"Conduct surveys and collect data, using methods such as interviews, questionnaires, focus groups, market analysis surveys, public opinion polls, literature reviews, and file reviews."
Research Data Analyst II (GIS),"Store, retrieve, and manipulate data for analysis of system capabilities and requirements."
Research Data Analyst II (GIS),"Identify relationships and trends in data, as well as any factors that could affect the results of research."
Research Data Analyst II (GIS),"Analyze research data to determine its significance, using computers."
Research Data Analyst II (GIS),"Gather and analyze research data, such as statutes, decisions, and legal articles, codes, and documents."
Research Data Analyst II (GIS),Design and create special programs for tasks such as statistical analysis and data entry and cleaning.
Research Data Analyst II (GIS),"Conduct market research analysis to identify search query trends, real-time search and news media activity, popular social media topics, electronic commerce trends, market opportunities, or competitor performance."
Research Data Analyst II (GIS),"Process large amounts of data for statistical modeling and graphic analysis, using computers."
Research Data Analyst II (GIS),"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements."
"Research Assistant, Energy and Climate Policy","Advise clients or colleagues on topics such as climate control systems, energy modeling, data logging, sustainable design, or energy auditing."
"Research Assistant, Energy and Climate Policy","Analyze and distill climate-related research findings to inform legislators, regulatory agencies, or other stakeholders."
"Research Assistant, Energy and Climate Policy","Conduct meteorological research into the processes or determinants of atmospheric phenomena, weather, or climate."
"Research Assistant, Energy and Climate Policy",Conduct research pertaining to potential environmental impacts of atomic energy-related industrial development to determine licensing qualifications.
"Research Assistant, Energy and Climate Policy","Conduct research to breed or develop energy crops with improved biomass yield, environmental adaptability, pest resistance, production efficiency, bioprocessing characteristics, or reduced environmental impacts."
"Research Assistant, Energy and Climate Policy","Evaluate the financial aspects of product development, such as budgets, expenditures, research and development appropriations, or return-on-investment and profit-loss projections."
"Research Assistant, Energy and Climate Policy","Gather and review climate-related studies from government agencies, research laboratories, and other organizations."
"Research Assistant, Energy and Climate Policy",Present and defend proposals for climate change research projects.
"Research Assistant, Energy and Climate Policy","Provide analytical support for policy briefs related to renewable energy, energy efficiency, or climate change."
"Research Assistant, Energy and Climate Policy","Research and convey information to customers about tax benefits or government rebates associated with energy-efficient scientific or technical products, such as solar panels."
"Research Assistant, Energy and Climate Policy","Research or develop emerging microelectromechanical (MEMS) systems to convert nontraditional energy sources into power, such as ambient energy harvesters that convert environmental vibrations into usable energy."
"Research Assistant, Energy and Climate Policy","Research or develop new green electronics technologies, such as lighting, optical data storage devices, or energy efficient televisions."
"Research Assistant, Energy and Climate Policy","Research policies, practices, or procedures for climate or environmental management."
"Research Assistant, Energy and Climate Policy","Research renewable or alternative energy systems or technologies, such as solar thermal or photovoltaic energy."
"Research Assistant, Energy and Climate Policy","Research the impact of industrial projects or pollution on climate, air quality, or weather phenomena."
"Research Assistant, Energy and Climate Policy","Review research literature to maintain knowledge on topics related to industrial ecology, such as physical science, technology, economy, and public policy."
"Research Assistant, Energy and Climate Policy","Train others in the application of ethnographic research methods to solve problems in organizational effectiveness, communications, technology development, policy making, and program planning."
Enterprise Geospatial Intern,"Perform computer programming, data analysis, or software development for Geographic Information Systems (GIS) applications, including the maintenance of existing systems or research and development for future enhancements."
Enterprise Geospatial Intern,"Perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software."
Enterprise Geospatial Intern,"Analyze data acquired from aircraft, satellites, or ground-based platforms, using statistical analysis software, image analysis software, or Geographic Information Systems (GIS)."
Enterprise Geospatial Intern,"Conduct research, data analysis, systems design, or support for software such as Geographic Information Systems (GIS) or Global Positioning Systems (GPS) mapping software."
Enterprise Geospatial Intern,"Demonstrate the applications of geospatial technology, such as Global Positioning System (GPS), geographic information systems (GIS), automatic tractor guidance systems, variable rate chemical input applicators, surveying equipment, or computer mapping software."
Enterprise Geospatial Intern,Design or coordinate the development of integrated Geographic Information Systems (GIS) spatial or non-spatial databases.
Enterprise Geospatial Intern,Perform spatial analysis and modeling using geographic information system techniques.
Enterprise Geospatial Intern,"Produce data layers, maps, tables, or reports, using spatial analysis procedures or Geographic Information Systems (GIS) technology, equipment, or systems."
Enterprise Geospatial Intern,"Recommend best crop varieties or seeding rates for specific field areas, based on analysis of geospatial data."
Research Professional,"Conduct research in a particular field of knowledge and publish findings in books, professional journals, or electronic media."
Research Professional,"Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media."
Research Professional,"Conduct research in a particular field of knowledge and present findings in professional journals, books, electronic media, or at professional conferences."
Research Professional,"Maintain understanding of current Web technologies or programming practices through continuing education, reading, or participation in professional conferences, workshops, or groups."
Research Professional,"Read current literature, talk with colleagues, continue education, or participate in professional organizations or conferences to keep abreast of developments in the field."
Research Professional,Read technical literature and participate in continuing education or professional associations to maintain awareness of current database technology and best practices.
Research Professional,"Analyze and distill climate-related research findings to inform legislators, regulatory agencies, or other stakeholders."
Research Professional,"Conduct meteorological research into the processes or determinants of atmospheric phenomena, weather, or climate."
Research Professional,"Coordinate and supervise the work of professional and technical staff, including research assistants, technologists, and technicians."
Research Professional,"Disseminate research by writing reports, publishing papers, or presenting at professional conferences."
Research Professional,"Gather and review climate-related studies from government agencies, research laboratories, and other organizations."
Research Professional,"Maintain professional development through activities such as postgraduate education, continuing education, preceptorships, and residency programs."
Research Professional,"Monitor Web developments through continuing education, reading, or participation in professional conferences, workshops, or groups."
Research Professional,"Participate in professional development activities, such as reading literature, continuing education, attending conferences, and collaborating with colleagues."
Research Analyst,Conduct research pertaining to potential environmental impacts of atomic energy-related industrial development to determine licensing qualifications.
Research Analyst,"Conduct research to breed or develop energy crops with improved biomass yield, environmental adaptability, pest resistance, production efficiency, bioprocessing characteristics, or reduced environmental impacts."
Research Analyst,"Research and convey information to customers about tax benefits or government rebates associated with energy-efficient scientific or technical products, such as solar panels."
Research Analyst,"Research architectural and stylistic elements appropriate to the time period to be depicted, consulting experts for information, as necessary."
Research Analyst,"Research or develop emerging microelectromechanical (MEMS) systems to convert nontraditional energy sources into power, such as ambient energy harvesters that convert environmental vibrations into usable energy."
Research Analyst,"Research or develop new green electronics technologies, such as lighting, optical data storage devices, or energy efficient televisions."
Research Analyst,"Research renewable or alternative energy systems or technologies, such as solar thermal or photovoltaic energy."
Restoration Data Management & Analytics Coordinator,"Develop or maintain applications that process biologically based data into searchable databases for purposes of analysis, calculation, or presentation."
Restoration Data Management & Analytics Coordinator,"Review, classify, and record survey data in preparation for computer analysis."
Restoration Data Management & Analytics Coordinator,"Perform system analysis, data analysis or programming, using a variety of computer languages and procedures."
Restoration Data Management & Analytics Coordinator,"Compile, log, or record testing or operational data for review and further analysis."
Restoration Data Management & Analytics Coordinator,"Interpret data on logistics elements, such as availability, maintainability, reliability, supply chain management, strategic sourcing or distribution, supplier management, or transportation."
Restoration Data Management & Analytics Coordinator,"Prepare data analysis listings and activity, performance, or progress reports."
